Geo_FIPS,total,poverty,non-poverty
370690608012,1057,97,960
370690608021,662,73,589
370690608022,536,40,496
370690608023,330,15,315
370690608024,367,37,330
370710301031,331,46,285
370710301032,271,33,238
370710301041,564,0,564
370710301042,167,0,167
370710301051,1064,45,1019
370710301061,391,0,391
370710302051,440,29,411
370710302052,657,56,601
370710302053,457,40,417
370710302061,345,42,303
370710302062,414,47,367
370710302071,241,0,241
370710302072,207,23,184
370710302081,214,12,202
370710302091,404,19,385
370710302092,422,29,393
370710303011,372,116,256
370710303012,281,11,270
370710303013,472,78,394
370710303021,273,19,254
370710303022,321,8,313
370710303023,540,156,384
370710304011,496,68,428
370710304012,391,53,338
370710304013,873,83,790
370710304031,384,55,329
370710304032,396,79,317
370710304041,205,35,170
370710304042,401,0,401
370710305011,463,115,348
370710305012,507,28,479
370710305031,347,59,288
370710305032,590,8,582
370710305041,307,65,242
370710305042,319,0,319
370710306011,390,85,305
370710306012,593,62,531
370710306021,623,178,445
370710306022,498,47,451
370710307001,688,110,578
370710307002,297,53,244
370710307003,435,66,369
370710308011,331,75,256
370710308012,288,53,235
370710308021,486,52,434
370710308022,404,139,265
370710308023,346,42,304
370710308024,273,7,266
370710309011,399,17,382
370710309012,234,111,123
370710309013,395,183,212
370710309021,555,107,448
370710309022,344,0,344
370710309023,390,53,337
370710310011,372,59,313
370710310012,300,48,252
370710310013,537,214,323
370710310041,627,145,482
370710310042,730,115,615
370710310051,1013,40,973
370710310061,610,25,585
370710311011,425,45,380
370710311012,340,19,321
370710311013,511,184,327
370710311021,378,35,343
370710311022,566,91,475
370710312021,175,20,155
370710312022,681,98,583
370710312031,680,35,645
370710312041,629,34,595
370710313011,547,68,479
370710313012,804,96,708
370710313031,531,190,341
370710313032,197,18,179
370710313041,646,142,504
370710313042,566,86,480
370710314011,543,91,452
370710314012,456,11,445
370710314021,406,34,372
370710314022,510,36,474
370710315001,770,254,516
370710315002,640,253,387
370710316001,299,47,252
370710316002,359,59,300
370710316003,469,67,402
370710316004,191,33,158
370710317031,333,42,291
370710317032,745,77,668
370710317041,721,44,677
370710317042,565,207,358
370710317043,440,61,379
370710317051,322,8,314
370710317052,358,50,308
370710317061,151,5,146
370710317062,322,64,258
370710318001,252,53,199
370710318002,190,55,135
370710318003,150,39,111
370710318004,566,59,507
370710319011,216,97,119
370710319021,268,95,173
370710319022,500,116,384
370710320001,453,46,407
370710320002,196,76,120
370710320003,340,86,254
370710321001,282,64,218
370710321002,547,142,405
370710321003,190,20,170
370710322011,552,3,549
370710322012,711,169,542
370710322021,780,43,737
370710323011,498,31,467
370710323012,235,20,215
370710323013,553,57,496
370710323021,297,24,273
370710323022,428,40,388
370710323023,393,181,212
370710324031,372,64,308
370710324032,242,17,225
370710324033,314,74,240
370710324041,298,9,289
370710324042,417,0,417
370710324043,479,119,360
370710324051,586,7,579
370710324052,464,0,464
370710324061,379,4,375
370710324062,320,36,284
370710325051,1076,162,914
370710325052,553,82,471
370710325061,818,171,647
370710325062,567,0,567
370710325071,543,22,521
370710325072,768,33,735
370710325081,400,33,367
370710325082,230,14,216
370710325083,255,9,246
370710325091,902,47,855
370710325101,386,7,379
370710325102,337,0,337
370710326001,324,0,324
370710326002,184,29,155
370710326003,345,9,336
370710326004,545,24,521
370710327021,1056,128,928
370710327031,244,70,174
370710327032,443,26,417
370710327033,253,26,227
370710327041,452,54,398
370710327042,276,13,263
370710327043,716,90,626
370710327044,230,15,215
370710328011,397,191,206
370710328012,252,25,227
370710328013,339,121,218
370710328021,1133,130,1003
370710328022,656,110,546
370710329001,456,41,415
370710329002,427,164,263
370710329003,253,60,193
370710329004,373,12,361
370710331001,418,76,342
370710331002,216,32,184
370710331003,460,137,323
370710332021,521,127,394
370710332022,398,28,370
370710332031,346,60,286
370710332032,556,146,410
370710332041,374,12,362
370710332042,313,63,250
370710332043,554,178,376
370710333031,316,0,316
370710333032,365,28,337
370710333033,584,0,584
370710333061,563,63,500
370710333081,564,66,498
370710333091,352,0,352
370710333092,393,45,348
370710333101,778,68,710
370710333111,259,31,228
370710333121,534,0,534
370710333122,771,14,757
370710333131,766,49,717
370710334001,525,69,456
370710334002,490,81,409
370710334003,221,52,169
370710335011,401,104,297
370710335012,376,59,317
370710335013,331,8,323
370710335021,561,75,486
370710335022,362,0,362
370739701001,467,84,383
370739701002,398,18,380
370739701003,593,95,498
370739701004,461,62,399
370739702001,645,69,576
370739702002,429,67,362
370739702003,418,1,417
370739703001,490,173,317
370739703002,325,45,280
370739703003,464,26,438
370759201001,381,42,339
370759201002,298,10,288
370759201003,262,12,250
370759202001,436,54,382
370759202002,569,52,517
370759203001,427,29,398
370759203002,465,168,297
370759203003,398,146,252
370759203004,285,14,271
370779701011,398,30,368
370779701012,876,209,667
370779701013,483,17,466
370779701021,846,75,771
370779701022,513,110,403
370779702001,657,70,587
370779702002,208,22,186
370779702003,818,134,684
370779703001,559,112,447
370779703002,320,85,235
370779703003,638,47,591
370779704001,750,87,663
370779704002,617,185,432
370779704003,390,148,242
370779705001,719,61,658
370779705002,504,11,493
370779705003,465,71,394
370779706011,613,55,558
370779706012,641,51,590
370779706013,693,197,496
370779706041,651,63,588
370779706042,626,41,585
370779706051,936,139,797
370779706052,1042,29,1013
370779706061,520,56,464
370779706062,170,0,170
370779706071,717,280,437
370779706072,758,43,715
370779706073,477,0,477
370779707011,354,17,337
370779707012,507,12,495
370779707013,876,58,818
370779707014,317,34,283
370779707021,453,98,355
370779707022,320,33,287
370779707031,22,0,22
370779707032,755,19,736
370779707033,358,72,286
370779707041,0,0,0
370799501011,499,112,387
370799501012,363,105,258
370799501013,699,78,621
370799501021,352,37,315
370799501022,222,51,171
370799501023,601,132,469
370799502001,379,59,320
370799502002,609,133,476
370799502003,604,31,573
370799503011,478,93,385
370799503012,389,103,286
370799503013,823,220,603
370799503021,696,204,492
370799503022,504,92,412
370810101001,627,178,449
370810102001,908,451,457
370810102002,1023,284,739
370810102003,463,45,418
370810103001,558,121,437
370810103002,347,102,245
370810104011,420,56,364
370810104012,317,43,274
370810104031,480,40,440
370810104032,265,26,239
370810104041,349,0,349
370810104042,138,13,125
370810104043,484,0,484
370810105001,478,77,401
370810105002,292,18,274
370810105003,375,31,344
370810106011,488,101,387
370810106012,754,60,694
370810106021,410,0,410
370810106022,287,152,135
370810106023,442,115,327
370810106024,545,245,300
370810107011,601,58,543
370810107012,269,23,246
370810107021,615,192,423
370810107022,301,76,225
370810108001,500,39,461
370810108002,141,0,141
370810108003,601,180,421
370810109001,342,75,267
370810109002,590,102,488
370810110001,215,111,104
370810110002,345,96,249
370810111011,195,52,143
370810111012,369,138,231
370810111013,318,153,165
370810111014,739,194,545
370810111021,521,26,495
370810111022,489,149,340
370810112011,494,209,285
370810112012,576,188,388
370810112021,430,50,380
370810112022,797,349,448
370810113001,665,154,511
370810113002,275,85,190
370810113003,264,100,164
370810113004,337,154,183
370810114001,115,95,20
370810114002,443,228,215
370810114003,531,392,139
370810114004,281,33,248
370810114005,600,238,362
370810115001,357,165,192
370810115002,465,72,393
370810115003,349,41,308
370810116011,327,46,281
370810116012,442,69,373
370810116013,250,100,150
370810116021,273,125,148
370810116022,604,80,524
370810116023,168,0,168
370810119041,809,152,657
370810119042,383,230,153
370810119043,958,131,827
370810119051,570,207,363
370810119052,492,99,393
370810119053,753,89,664
370810125031,754,79,675
370810125032,428,20,408
370810125033,664,53,611
370810125041,609,118,491
370810125042,617,139,478
370810125051,533,19,514
370810125052,502,21,481
370810125053,638,8,630
370810125081,367,79,288
370810125082,417,89,328
370810125083,711,34,677
370810125091,961,39,922
370810125101,714,0,714
370810125102,685,31,654
370810125111,600,23,577
370810125112,531,0,531
370810125113,487,16,471
370810125114,261,0,261
370810126041,436,65,371
370810126042,210,37,173
370810126043,627,114,513
370810126044,276,137,139
370810126071,1066,276,790
370810126081,803,296,507
370810126082,283,103,180
370810126101,647,60,587
370810126102,663,64,599
370810126111,540,76,464
370810126112,664,108,556
370810126113,541,107,434
370810126121,458,77,381
370810126122,816,358,458
370810126123,627,116,511
370810126124,566,89,477
370810126171,1116,163,953
370810126172,336,94,242
370810126181,629,212,417
370810126182,1259,394,865
370810126191,391,111,280
370810126192,1501,15,1486
370810126201,727,75,652
370810126202,726,240,486
370810126211,183,72,111
370810126212,1504,102,1402
370810126213,430,94,336
370810127031,582,35,547
370810127032,625,164,461
370810127033,215,21,194
370810127034,413,114,299
370810127041,568,141,427
370810127042,432,212,220
370810127043,550,144,406
370810127051,551,238,313
370810127052,858,68,790
370810127061,1021,470,551
370810127062,407,138,269
370810127071,396,241,155
370810127072,646,305,341
370810128031,1110,255,855
370810128032,1249,132,1117
370810128033,719,0,719
370810128041,965,30,935
370810128042,599,218,381
370810128043,451,23,428
370810128051,1189,267,922
370810136011,441,78,363
370810136012,0,0,0
370810136021,456,67,389
370810136022,248,77,171
370810136023,309,44,265
370810136024,476,87,389
370810137001,374,0,374
370810137002,363,24,339
370810137003,367,57,310
370810137004,243,9,234
370810137005,295,48,247
370810138001,300,163,137
370810138002,374,0,374
370810138003,276,30,246
370810138004,125,96,29
370810138005,598,195,403
370810139001,523,411,112
370810139002,500,226,274
370810139003,263,168,95
370810139004,624,272,352
370810140001,312,68,244
370810140002,749,91,658
370810142001,551,94,457
370810142002,273,38,235
370810142003,358,115,243
370810142004,360,137,223
370810143001,322,72,250
370810143002,117,63,54
370810143003,380,167,213
370810143004,258,71,187
370810144061,1069,144,925
370810144071,973,108,865
370810144072,499,38,461
370810144073,692,0,692
370810144074,398,20,378
370810144081,313,131,182
370810144082,624,100,524
370810144091,430,53,377
370810144092,817,92,725
370810144101,380,0,380
370810144102,523,58,465
370810144103,630,137,493
370810144111,420,56,364
370810144112,624,65,559
370810144113,665,102,563
370810144114,264,65,199
370810144121,593,75,518
370810144122,514,69,445
370810145011,263,71,192
370810145012,218,83,135
370810145021,1031,135,896
370810145022,928,264,664
370810145031,751,179,572
370810145032,376,95,281
370810151001,716,62,654
370810151002,733,29,704
370810151003,476,26,450
370810152011,313,63,250
370810152012,449,49,400
370810152013,285,0,285
370810152014,667,262,405
370810152021,275,11,264
370810152022,827,47,780
370810152023,256,0,256
370810152024,547,39,508
370810153011,854,36,818
370810153012,770,0,770
370810153013,564,71,493
370810153021,811,120,691
370810153022,649,23,626
370810154011,808,155,653
370810154012,795,0,795
370810154013,679,36,643
370810154021,207,30,177
370810154022,413,19,394
370810154023,740,317,423
370810154024,1141,158,983
370810155001,681,83,598
370810155002,1081,94,987
370810155003,1202,108,1094
370810156011,869,25,844
370810156012,759,86,673
370810156021,649,53,596
370810156022,478,0,478
370810156023,1023,252,771
370810157031,834,62,772
370810157032,998,47,951
370810157033,623,126,497
370810157041,1796,150,1646
370810157042,435,28,407
370810157043,554,81,473
370810157051,287,70,217
370810157052,845,124,721
370810157053,366,46,320
370810157061,1696,57,1639
370810157062,783,16,767
370810157071,587,61,526
370810157072,650,96,554
370810157073,394,23,371
370810157074,416,0,416
370810157075,492,26,466
370810158001,351,0,351
370810158002,1058,47,1011
370810158003,665,238,427
370810158004,980,0,980
370810159011,316,0,316
370810159012,799,117,682
370810159013,348,16,332
370810159014,497,72,425
370810159021,631,8,623
370810159022,966,43,923
370810160031,587,8,579
370810160032,225,0,225
370810160033,673,62,611
370810160051,845,70,775
370810160061,698,60,638
370810160062,1239,150,1089
370810160071,1159,89,1070
370810160072,796,154,642
370810160073,423,24,399
370810160081,802,0,802
370810160082,362,112,250
370810160083,1724,51,1673
370810160091,944,15,929
370810160092,559,22,537
370810160101,710,64,646
370810160102,749,54,695
370810160111,643,76,567
370810160112,1670,211,1459
370810160113,576,65,511
370810161011,371,38,333
370810161012,832,101,731
370810161013,893,122,771
370810161021,811,216,595
370810161022,557,107,450
370810161023,541,38,503
370810161031,919,207,712
370810161032,570,70,500
370810161033,382,0,382
370810161034,628,101,527
370810162011,943,91,852
370810162012,512,16,496
370810162013,1027,37,990
370810162031,805,35,770
370810162032,449,6,443
370810162033,761,20,741
370810162041,1555,67,1488
370810162051,1118,34,1084
370810162052,479,0,479
370810163031,858,43,815
370810163032,622,0,622
370810163041,599,20,579
370810163042,941,7,934
370810163051,347,10,337
370810163052,910,29,881
370810163061,1236,57,1179
370810163062,1392,56,1336
370810164051,856,86,770
370810164061,916,60,856
370810164062,1241,82,1159
370810164071,713,71,642
370810164072,1027,37,990
370810164081,729,25,704
370810164091,1074,23,1051
370810164101,841,132,709
370810164102,1290,130,1160
370810165021,364,70,294
370810165022,1043,90,953
370810165023,920,46,874
370810165024,308,49,259
370810165031,0,0,0
370810165032,1201,0,1201
370810165033,1603,21,1582
370810165051,998,0,998
370810165052,386,107,279
370810165053,766,84,682
370810165061,417,22,395
370810165062,1077,54,1023
370810165063,437,29,408
370810166001,782,103,679
370810167011,1140,49,1091
370810167012,720,46,674
370810167013,556,163,393
370810167021,796,71,725
370810167022,647,121,526
370810168001,566,35,531
370810168002,1285,166,1119
370810168003,368,59,309
370810168004,306,13,293
370810168005,425,14,411
370810169001,344,0,344
370810169002,472,18,454
370810169003,374,25,349
370810169004,428,69,359
370810170001,662,77,585
370810170002,589,34,555
370810170003,473,49,424
370810171011,722,46,676
370810171012,576,32,544
370810171013,654,92,562
370810171021,348,18,330
370810171022,568,66,502
370810172001,1414,83,1331
370810172002,786,93,693
370810172003,1011,165,846
370819801001,0,0,0
370839301001,217,45,172
370839301002,370,164,206
370839301003,271,16,255
370839301004,436,52,384
370839302001,351,13,338
370839302002,321,68,253
370839302003,155,11,144
370839302004,543,39,504
370839302005,701,98,603
370839303001,268,93,175
370839303002,274,159,115
370839303003,597,115,482
370839303004,302,7,295
370839303005,172,88,84
370839304001,564,324,240
370839304002,445,56,389
370839304003,526,181,345
370839305011,843,133,710
370839305012,355,132,223
370839305013,485,184,301
370839305031,364,13,351
370839305032,430,104,326
370839305041,708,328,380
370839305042,645,157,488
370839306001,543,60,483
370839306002,219,25,194
370839306003,523,218,305
370839306004,350,92,258
370839307011,499,128,371
370839307021,432,12,420
370839307022,402,59,343
370839307023,301,104,197
370839308001,396,155,241
370839308002,593,220,373
370839308003,517,132,385
370839308004,616,122,494
370839309011,288,179,109
370839309012,384,85,299
370839309021,234,118,116
370839309022,522,254,268
370839309023,293,141,152
370839309024,263,21,242
370839310001,603,140,463
370839310002,362,77,285
370839310003,205,46,159
370839311011,327,44,283
370839311012,326,99,227
370839311021,461,183,278
370839311022,333,159,174
370839311023,293,0,293
370839311024,433,106,327
370850701001,475,55,420
370850701002,363,126,237
370850701003,971,225,746
370850702001,193,47,146
370850702002,670,119,551
370850702003,462,177,285
370850703001,672,57,615
370850703002,173,51,122
370850703003,397,45,352
370850703004,875,177,698
370850704011,670,113,557
370850704012,908,111,797
370850704021,871,263,608
370850704022,484,85,399
370850704023,924,162,762
370850704024,713,43,670
370850705001,491,67,424
370850705002,682,123,559
370850705003,728,94,634
370850705004,428,76,352
370850706001,916,142,774
370850706002,1016,195,821
370850707001,1073,208,865
370850707002,301,60,241
370850707003,229,38,191
370850708011,887,137,750
370850708021,369,21,348
370850708022,332,40,292
370850708023,774,433,341
370850709011,1115,89,1026
370850709021,1038,162,876
370850709031,870,71,799
370850709041,601,65,536
370850709042,986,135,851
370850710021,1076,112,964
370850710022,317,34,283
370850710031,402,35,367
370850710032,736,85,651
370850710033,167,0,167
370850710041,666,65,601
370850711011,617,18,599
370850711012,767,111,656
370850711021,748,65,683
370850711022,380,90,290
370850711023,501,52,449
370850712011,895,130,765
370850712021,1084,144,940
370850712022,389,76,313
370850712031,516,94,422
370850712032,339,48,291
370850712041,731,183,548
370850712042,1738,149,1589
370850713011,509,82,427
370850713012,452,93,359
370850713013,423,26,397
370850713021,797,112,685
370850713022,1366,124,1242
370850713031,704,90,614
370850713032,1430,97,1333
370850713033,985,19,966
370850713034,447,46,401
370850714011,1355,253,1102
370850714012,483,183,300
370850714021,378,86,292
370850714022,1382,103,1279
370850714023,567,106,461
370850714024,521,104,417
370879201011,339,34,305
370879201012,449,66,383
370879201013,275,62,213
370879201014,351,14,337
370879201021,616,184,432
370879201022,554,57,497
370879201023,435,39,396
370879202011,707,47,660
370879202021,1249,109,1140
370879202022,321,42,279
370879202023,302,23,279
370879202024,376,15,361
370879203001,219,18,201
370879203002,503,118,385
370879203003,301,33,268
370879203004,410,44,366
370879204001,543,94,449
370879204002,260,35,225
370879205011,896,42,854
370879205021,374,31,343
370879205022,707,44,663
370879205023,495,0,495
370879205024,469,97,372
370879206011,479,30,449
370879206012,390,42,348
370879206021,336,0,336
370879206022,788,62,726
370879207011,303,33,270
370879207012,815,51,764
370879207021,413,12,401
370879207022,422,37,385
370879208001,353,39,314
370879208002,775,98,677
370879208003,380,65,315
370879209001,540,102,438
370879209002,391,93,298
370879210001,501,0,501
370879210002,252,0,252
370879210003,315,8,307
370879210004,279,52,227
370879211001,587,195,392
370879211002,300,8,292
370879211003,242,41,201
370879212011,345,53,292
370879212012,325,70,255
370879212021,1108,65,1043
370879212022,606,162,444
370879212023,365,61,304
370879213011,683,118,565
370879213012,1145,107,1038
370879213021,591,256,335
370879213022,836,59,777
370879213023,875,85,790
370879801001,0,0,0
370899301001,528,99,429
370899301002,454,37,417
370899301003,822,211,611
370899302011,690,29,661
370899302012,663,119,544
370899302021,624,54,570
370899302022,438,46,392
370899303011,523,27,496
370899303012,1538,316,1222
370899303021,627,49,578
370899303022,991,162,829
370899304011,741,52,689
370899304012,394,38,356
370899304021,765,52,713
370899304022,653,82,571
370899305011,560,0,560
370899305012,927,135,792
370899305013,494,54,440
370899305021,432,49,383
370899305022,799,15,784
370899305023,940,112,828
370899306001,636,49,587
370899306002,521,100,421
370899306003,876,0,876
370899306004,448,0,448
370899307011,750,83,667
370899307012,269,8,261
370899307013,548,26,522
370899307021,1067,131,936
370899307022,957,65,892
370899307031,517,20,497
370899307032,500,22,478
370899307033,1297,52,1245
370899307034,561,0,561
370899308001,881,70,811
370899308002,716,172,544
370899308003,723,85,638
370899309001,489,98,391
370899309002,780,35,745
370899310001,906,195,711
370899310002,840,112,728
370899310003,687,222,465
370899311001,466,62,404
370899311002,422,45,377
370899312001,512,151,361
370899312002,533,140,393
370899313001,317,22,295
370899313002,409,99,310
370899313003,569,63,506
370899313004,384,64,320
370899314011,819,173,646
370899314012,438,67,371
370899314021,205,44,161
370899314022,842,88,754
370899315001,461,14,447
370899315002,610,8,602
370899315003,727,65,662
370899316001,625,39,586
370899316002,303,106,197
370899316003,574,10,564
370899316004,598,38,560
370899317001,845,87,758
370899317002,592,22,570
370899318011,441,0,441
370899318012,1430,107,1323
370899318021,757,34,723
370899318022,1112,72,1040
370899319011,784,53,731
370899319012,685,20,665
370899319013,297,23,274
370899319021,644,95,549
370899319022,903,27,876
370899320001,427,9,418
370899320002,1093,78,1015
370899320003,319,9,310
370899801001,0,0,0
370919501011,728,83,645
370919501012,653,138,515
370919501021,724,72,652
370919501022,205,64,141
370919501023,369,103,266
370919501024,342,149,193
370919502011,262,39,223
370919502012,646,99,547
370919502021,379,71,308
370919502022,460,146,314
370919503001,771,109,662
370919503002,551,57,494
370919504011,346,35,311
370919504012,370,97,273
370919504013,524,90,434
370919504021,323,45,278
370919504022,266,69,197
370919504023,260,104,156
370919504024,724,142,582
370919800001,0,0,0
370939701041,635,141,494
370939701042,435,43,392
370939701043,573,95,478
370939701051,984,8,976
370939701052,917,260,657
370939701061,647,79,568
370939701062,436,104,332
370939701063,1064,118,946
370939701071,723,195,528
370939701072,970,151,819
370939701073,412,26,386
370939701074,229,88,141
370939701081,1030,37,993
370939701082,339,20,319
370939701083,487,44,443
370939701091,690,167,523
370939701092,535,53,482
370939702011,356,21,335
370939702012,401,78,323
370939702013,412,101,311
370939702014,442,114,328
370939702021,703,177,526
370939702022,552,135,417
370939703001,342,147,195
370939703002,435,139,296
370939703003,295,81,214
370939703004,665,203,462
370939703005,273,28,245
370939704011,713,156,557
370939704012,702,176,526
370939704021,313,113,200
370939704022,385,145,240
370939704023,339,92,247
370939801001,14,0,14
370959201011,248,36,212
370959201012,397,107,290
370959201013,410,63,347
370959201021,513,91,422
370959201022,281,25,256
370959201023,207,89,118
370959901000,0,0,0
370959902000,0,0,0
370970601001,456,36,420
370970601002,399,8,391
370970601003,1099,230,869
370970601004,665,198,467
370970602001,383,48,335
370970602002,416,143,273
370970603001,196,95,101
370970603002,264,40,224
370970603003,422,115,307
370970604001,507,43,464
370970604002,367,184,183
370970604003,440,133,307
370970604004,358,45,313
370970605001,640,41,599
370970605002,355,66,289
370970605003,670,52,618
370970606011,875,142,733
370970606012,637,33,604
370970606013,747,56,691
370970606021,311,34,277
370970606022,454,18,436
370970606031,334,70,264
370970606032,335,64,271
370970607011,633,135,498
370970607012,456,63,393
370970607021,788,77,711
370970607022,998,64,934
370970607031,737,95,642
370970607032,504,50,454
370970608011,425,105,320
370970608012,511,21,490
370970608013,508,19,489
370970608021,575,129,446
370970608022,675,65,610
370970609011,405,62,343
370970609012,470,53,417
370970609013,318,21,297
370970609014,292,34,258
370970609021,581,96,485
370970609022,249,23,226
370970609023,349,35,314
370970609024,409,25,384
370970610011,732,121,611
370970610012,1277,184,1093
370970610021,299,22,277
370970610022,476,56,420
370970610023,658,40,618
370970610024,297,38,259
370970610031,359,28,331
370970610032,596,39,557
370970610033,751,100,651
370970611011,407,5,402
370970611012,589,33,556
370970611021,394,0,394
370970611022,653,54,599
370970611023,410,13,397
370970611031,669,89,580
370970611032,510,54,456
370970611041,606,28,578
370970611042,308,0,308
370970612011,242,0,242
370970612012,642,34,608
370970612013,526,75,451
370970612021,782,58,724
370970612022,390,19,371
370970612023,790,103,687
370970612031,522,59,463
370970612032,573,29,544
370970612033,332,15,317
370970612034,445,49,396
370970612041,984,20,964
370970612042,459,36,423
370970612051,441,18,423
370970612052,483,64,419
370970612053,260,19,241
370970612054,414,9,405
370970613011,351,49,302
370970613012,383,92,291
370970613013,268,11,257
370970613021,641,34,607
370970613022,707,25,682
370970613023,714,65,649
370970613031,874,83,791
370970613032,897,7,890
370970613041,1064,68,996
370970613042,278,0,278
370970613043,655,47,608
370970614011,529,8,521
370970614012,560,8,552
370970614013,895,4,891
370970614021,449,26,423
370970614022,1651,84,1567
370970614023,341,10,331
370970614031,617,17,600
370970614032,583,81,502
370970614033,357,19,338
370970614041,658,59,599
370970614042,606,36,570
370970614051,717,21,696
370970614052,621,19,602
370970614061,611,11,600
370970614062,309,41,268
370970614063,515,28,487
370970614064,418,9,409
370970614071,866,8,858
370970614072,1051,77,974
370970614081,850,58,792
370970614082,511,0,511
370970615011,738,146,592
370970615012,570,55,515
370970615021,700,56,644
370970615022,643,43,600
370970615031,581,29,552
370970615032,958,57,901
370970616011,685,211,474
370970616012,438,70,368
370970616031,368,45,323
370970616032,735,200,535
370970616033,691,34,657
370970616041,385,30,355
370970616051,846,19,827
370999402001,525,209,316
370999402002,695,82,613
370999402003,432,124,308
370999402004,500,91,409
370999502001,545,47,498
370999502002,420,88,332
370999503001,459,157,302
370999503002,1015,67,948
370999503003,514,190,324
370999503004,575,113,462
370999504001,902,98,804
370999504002,401,27,374
370999504003,503,119,384
370999505001,1332,90,1242
370999505002,833,42,791
370999505003,869,56,813
370999506001,985,111,874
370999506002,281,74,207
370999506003,541,206,335
370999506004,796,367,429
370999506005,603,68,535
370999507001,576,159,417
370999507002,575,91,484
370999508001,245,30,215
370999508002,561,116,445
370999509001,604,36,568
370999509002,721,63,658
371010401011,363,96,267
371010401012,455,72,383
371010401013,259,112,147
371010401021,533,15,518
371010401022,365,148,217
371010401031,373,124,249
371010401032,463,37,426
371010402041,537,18,519
371010402042,340,12,328
371010402043,278,0,278
371010402044,304,0,304
371010402051,593,31,562
371010402052,318,23,295
371010402053,502,65,437
371010402054,580,0,580
371010402061,658,18,640
371010402062,235,52,183
371010402063,271,76,195
371010402064,500,20,480
371010402071,1103,92,1011
371010402072,223,39,184
371010402073,1466,16,1450
371010402074,633,0,633
371010402081,752,16,736
371010402082,548,123,425
371010402083,127,0,127
371010402091,95,0,95
371010402092,743,225,518
371010402093,282,0,282
371010402094,923,0,923
371010402101,639,0,639
371010402102,153,0,153
371010403011,544,257,287
371010403012,417,194,223
371010403013,214,114,100
371010403014,580,42,538
371010403031,451,156,295
371010403032,185,25,160
371010403033,258,130,128
371010403034,544,44,500
371010403041,509,64,445
371010403042,375,23,352
371010404001,628,70,558
371010404002,207,10,197
371010404003,406,27,379
371010404004,431,84,347
371010405011,322,16,306
371010405012,618,96,522
371010405013,296,33,263
371010405014,312,114,198
371010405015,301,32,269
371010405021,373,59,314
371010405022,365,0,365
371010406001,322,74,248
371010406002,1073,303,770
371010407001,255,105,150
371010407002,514,104,410
371010407003,736,202,534
371010408001,770,408,362
371010408002,348,0,348
371010408003,704,83,621
371010409031,1135,329,806
371010409032,330,0,330
371010409033,269,22,247
371010409034,256,0,256
371010409035,318,0,318
371010409041,515,67,448
371010409042,491,0,491
371010409043,208,14,194
371010409051,451,109,342
371010409052,296,25,271
371010409053,274,44,230
371010409054,269,19,250
371010409055,355,21,334
371010409061,388,36,352
371010409062,335,10,325
371010410011,718,17,701
371010410012,728,54,674
371010410013,168,0,168
371010410014,461,17,444
371010410015,1292,329,963
371010410031,555,0,555
371010410032,905,79,826
371010410041,334,42,292
371010410042,320,44,276
371010410051,387,41,346
371010410052,386,18,368
371010410053,411,0,411
371010411041,752,0,752
371010411042,622,12,610
371010411043,38,18,20
371010411044,377,90,287
371010411051,450,28,422
371010411052,333,29,304
371010411053,556,40,516
371010411061,592,106,486
371010411062,971,96,875
371010411071,913,67,846
371010411072,605,28,577
371010411081,599,0,599
371010411082,593,76,517
371010411091,602,32,570
371010411092,460,0,460
371010411101,244,0,244
371010411102,232,0,232
371010411103,635,0,635
371010411111,223,0,223
371010411112,1104,105,999
371010411121,935,26,909
371010411122,482,0,482
371010411131,559,10,549
371010411132,340,21,319
371010412031,384,44,340
371010412032,202,11,191
371010412041,300,40,260
371010412042,297,3,294
371010412051,614,155,459
371010412052,491,60,431
371010412061,566,176,390
371010412062,633,19,614
371010413011,288,18,270
